Date,Tournament,Court Type,Player1,Player1_Rank,Player1_RankingPoints,Player2,Player2_Rank,Player2_RankingPoints,Best of Sets,ScoreProgression_Games,ScoreProgression_Sets,Player1_Aces,Player1_BreakpointsWon,Player1_DoubleFaults,Player1_FirstServePointsWon,Player1_FirstServeSuccessful,Player1_MaxPointsInARow,Player1_PointsWon,Player1_SecondServePointsWon,Player1_SecondServeSuccessful,Player1_ServiceGamesWon,Player1_ServicePointsLost,Player1_ServicePointsWon,Player1_TiebreaksWon,Player1_TotalBreakpoints,Player1_GamesWon,Player1_MaxGamesInARow,Player2_Aces,Player2_BreakpointsWon,Player2_DoubleFaults,Player2_FirstServePointsWon,Player2_FirstServeSuccessful,Player2_MaxPointsInARow,Player2_PointsWon,Player2_SecondServePointsWon,Player2_SecondServeSuccessful,Player2_ServiceGamesWon,Player2_ServicePointsLost,Player2_ServicePointsWon,Player2_TiebreaksWon,Player2_TotalBreakpoints,Player2_GamesWon,Player2_MaxGamesInARow
2023-03-22,Miami,hardcourt-outdoor,"Huesler, Marc-Andrea",202,299,"Ramos Vinolas, Albert",104,595,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]]]","[[0, 1], [1, 1], [2, 1]]",10,4,4,44,66,8,112,27,37,14,36,71,1,7,19,4,3,2,4,49,74,5,102,17,29,13,41,66,1,7,16,3
2023-03-22,Miami,hardcourt-outdoor,"Otte, Oscar",438,102,"Nakashima, Brandon",72,760,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",11,0,3,33,38,6,61,11,22,9,20,44,0,0,9,1,10,1,0,46,54,7,73,7,14,11,17,53,1,4,13,3
2023-03-22,Miami,hardcourt-outdoor,"Alves, Felipe",132,487,"Bagnis, Facundo",119,541,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [4, 6]]]","[[0, 1], [1, 1], [1, 2]]",4,2,1,37,46,7,76,11,19,11,18,48,0,5,13,5,12,2,4,40,57,7,70,12,19,11,28,52,0,4,13,3
2023-03-22,Miami,hardcourt-outdoor,"Cachin, Pedro",99,613,"Fucsovics, Marton",50,957,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]",5,0,2,37,52,5,61,10,23,10,30,47,0,2,10,1,9,1,2,29,37,6,78,19,23,11,14,48,1,4,13,3
2023-03-22,Miami,hardcourt-outdoor,"Pella, Guido",250,235,"Varillas, Juan Pablo",110,572,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [6, 2]]]","[[0, 1], [1, 1], [2, 1]]",3,3,1,35,52,6,82,12,17,10,23,47,0,10,13,3,6,2,3,33,48,6,73,17,34,9,35,50,0,4,11,5
2023-03-22,Miami,hardcourt-outdoor,"Vukic, Aleksandar",70,792,"Djere, Laslo",44,1050,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]",9,0,0,37,49,4,75,7,25,8,30,44,0,3,8,1,13,2,4,43,56,5,88,15,29,10,31,58,1,6,13,5
2023-03-22,Miami,hardcourt-outdoor,"Bublik, Alexander",17,2055,"Wolf, Jeffrey John",101,605,3,"[[[1, 0], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",9,2,2,22,31,5,48,6,18,6,23,28,0,4,8,2,4,4,2,31,38,10,64,10,21,9,20,41,0,6,13,4
2023-03-22,Miami,hardcourt-outdoor,"Ivashka, Ilya",303,176,"Altmaier, Daniel",78,733,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]], [[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[1, 0], [2, 0]]",6,5,0,19,21,6,59,10,15,7,7,29,0,6,12,6,4,0,3,18,32,5,34,9,22,3,30,27,0,0,3,1
2023-03-22,Miami,hardcourt-outdoor,"Murray, Andy",77,735,"Lajovic, Dusan",64,811,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]]]","[[0, 1], [0, 2]]",6,1,1,22,30,4,57,15,23,8,17,37,0,3,9,1,4,3,2,34,47,7,63,12,17,10,20,46,0,3,13,3
2023-03-22,Miami,hardcourt-outdoor,"Ruusuvuori, Emil",71,780,"Borges, Nuno",53,931,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",4,3,0,22,28,9,63,15,20,9,11,37,0,6,12,5,2,0,0,14,25,4,41,16,31,5,26,30,0,0,5,1
2023-03-22,Miami,hardcourt-outdoor,"Wu, Yibing",293,188,"Edmund, Kyle",440,101,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [5, 4], [5, 5], [6, 5], [7, 5]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [5, 4], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]",6,4,2,30,45,6,71,13,19,10,23,43,0,7,14,5,2,2,6,25,43,9,65,17,21,8,28,42,0,3,10,3
2023-03-22,Miami,hardcourt-outdoor,"Fognini, Fabio",92,650,"Struff, Jan-Lennard",41,1120,3,"[[[0, 1], [0, 2], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [4, 6]]]","[[0, 1], [1, 1], [1, 2]]",9,3,5,46,69,6,104,17,33,12,44,63,0,7,15,3,10,4,2,40,71,9,110,26,34,13,41,66,0,6,17,4
2023-03-19,Indian Wells,hardcourt-outdoor,"Alcaraz, Carlos",3,7345,"Medvedev, Daniil",4,7195,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [5, 1], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",1,3,0,30,39,12,59,7,10,9,12,37,0,3,12,5,0,0,2,19,36,4,38,7,10,5,22,26,0,0,5,1
2023-03-18,Indian Wells,hardcourt-outdoor,"Medvedev, Daniil",4,7195,"Tiafoe, Francis",25,1650,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]], [[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",9,3,2,37,46,8,84,18,27,10,20,55,1,11,14,5,3,2,1,30,43,5,66,16,31,9,29,46,0,3,11,2
2023-03-18,Indian Wells,hardcourt-outdoor,"Alcaraz, Carlos",3,7345,"Sinner, Jannik",2,8860,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",5,2,1,38,53,5,74,9,18,10,25,47,1,6,13,5,4,1,4,28,37,11,70,17,31,8,27,45,0,2,9,3
2023-03-17,Indian Wells,hardcourt-outdoor,"Alcaraz, Carlos",3,7345,"Auger Aliassime, Felix",20,1880,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[1, 0], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",2,3,2,29,36,5,77,13,20,9,16,42,0,12,12,3,6,1,6,32,46,4,63,15,30,7,35,47,0,4,8,2
2023-03-16,Indian Wells,hardcourt-outdoor,"Fritz, Taylor",13,2870,"Sinner, Jannik",2,8860,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]], [[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]]]","[[0, 1], [1, 1], [1, 2]]",4,2,0,35,51,5,86,23,41,12,34,58,0,3,14,2,5,3,1,46,57,6,94,14,30,13,28,60,0,9,16,3
2023-03-15,Indian Wells,hardcourt-outdoor,"Sinner, Jannik",2,8860,"Wawrinka, Stan",87,672,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",5,4,0,21,31,10,73,20,33,8,23,41,0,14,12,5,1,1,1,20,34,4,54,11,28,4,32,31,0,9,5,2
2023-03-15,Indian Wells,hardcourt-outdoor,"Paul, Tommy",16,2300,"Auger Aliassime, Felix",20,1880,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [3, 5], [3, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[1, 0], [1, 1], [1, 2]]",0,2,4,50,72,6,98,17,29,13,38,67,0,9,15,3,12,2,7,43,55,6,102,21,33,13,31,64,1,8,16,3
2023-03-15,Indian Wells,hardcourt-outdoor,"Norrie, Cameron",30,1350,"Tiafoe, Francis",25,1650,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]], [[0, 1], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",7,2,3,23,32,6,53,11,24,6,25,34,0,7,8,2,4,4,2,24,32,6,64,15,24,8,19,39,0,9,12,4
2023-03-15,Indian Wells,hardcourt-outdoor,"Medvedev, Daniil",4,7195,"Davidovich Fokina, Alejandro",33,1315,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]",4,2,7,33,39,8,80,17,24,11,20,50,0,7,13,3,1,0,0,34,52,6,65,11,23,8,30,45,0,6,8,1
2023-03-14,Indian Wells,hardcourt-outdoor,"Draper, Jack",40,1136,"Murray, Andy",77,735,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",8,3,1,37,40,7,77,17,24,9,21,54,1,10,13,4,3,1,5,30,44,8,64,11,17,7,31,45,0,5,8,3
2023-03-14,Indian Wells,hardcourt-outdoor,"Alcaraz, Carlos",3,7345,"Griekspoor, Tallon",26,1595,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",0,1,3,33,44,6,76,19,25,11,20,52,1,4,13,5,1,0,3,34,47,5,65,11,19,9,24,45,0,2,9,1
2023-03-14,Indian Wells,hardcourt-outdoor,"Medvedev, Daniil",4,7195,"Zverev, Alexander",5,5435,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [5, 5], [6, 5], [7, 5]]]","[[0, 1], [1, 1], [2, 1]]",12,3,5,65,88,7,130,24,39,16,42,89,1,8,20,3,7,2,3,66,93,7,125,17,28,15,41,83,1,17,18,2
2023-03-14,Indian Wells,hardcourt-outdoor,"Davidovich Fokina, Alejandro",33,1315,"Garin, Christian",100,608,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",5,4,0,23,33,6,62,14,24,8,20,37,0,5,12,4,1,2,2,23,37,4,51,8,18,5,25,31,0,3,7,2
2023-03-14,Indian Wells,hardcourt-outdoor,"Rublev, Andrey",6,4740,"Norrie, Cameron",30,1350,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",8,2,2,20,27,4,47,7,23,4,25,27,0,5,6,2,2,5,2,26,33,9,60,9,20,7,20,35,0,5,12,3
2023-03-14,Indian Wells,hardcourt-outdoor,"Fritz, Taylor",13,2870,"Fucsovics, Marton",50,957,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",2,3,4,33,48,6,73,17,27,9,29,50,0,5,12,5,4,1,1,22,30,6,60,9,23,6,23,31,0,4,7,2
2023-03-14,Indian Wells,hardcourt-outdoor,"Tiafoe, Francis",25,1650,"Tabilo, Alejandro",32,1320,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]], [[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",6,3,4,33,43,10,67,14,24,9,24,47,0,3,12,5,5,1,1,25,35,5,58,9,18,7,20,34,0,6,8,3
2023-03-13,Indian Wells,hardcourt-outdoor,"Medvedev, Daniil",4,7195,"Ivashka, Ilya",303,176,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]], [[1, 0], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [3, 5], [3, 6]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [6, 1]]]","[[1, 0], [1, 1], [2, 1]]",8,5,6,37,51,8,79,12,19,10,27,49,0,13,15,5,1,2,4,30,48,8,65,8,16,7,30,38,0,7,9,3
2023-03-13,Indian Wells,hardcourt-outdoor,"Tabilo, Alejandro",32,1320,"Thompson, Jordan",35,1191,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",7,2,5,49,60,10,80,9,19,10,34,58,1,2,13,3,5,1,2,25,34,6,70,11,18,8,22,36,0,8,9,3
2023-03-13,Indian Wells,hardcourt-outdoor,"Cerundolo, Francisco",22,1870,"Auger Aliassime, Felix",20,1880,3,"[[[0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",2,2,3,30,42,9,69,8,17,7,25,38,0,7,9,3,6,4,8,31,41,7,77,21,34,9,31,52,0,8,13,3
2023-03-13,Indian Wells,hardcourt-outdoor,"Hurkacz, Hubert",9,3730,"Paul, Tommy",16,2300,3,"[[[1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]], [[0, 1], [0, 2], [0, 3], [0, 4], [1, 4], [1, 5], [2, 5], [2, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]",8,2,3,43,59,6,79,8,19,10,30,51,0,8,12,2,6,4,5,49,61,6,89,10,21,12,28,59,0,10,16,4
2023-03-13,Indian Wells,hardcourt-outdoor,"Wawrinka, Stan",87,672,"Rune, Holger V. N.",12,3250,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [6, 2]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [1, 1], [2, 1]]",12,5,1,55,58,14,118,27,43,14,35,82,0,8,19,4,6,2,6,49,61,9,94,13,24,11,48,62,1,8,14,3
2023-03-13,Indian Wells,hardcourt-outdoor,"Molcan, Alex",210,291,"Fucsovics, Marton",50,957,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]], [[0, 1], [0, 2], [0, 3], [0, 4], [1, 4], [1, 5], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",0,0,2,24,30,5,38,8,19,6,19,32,0,0,6,1,1,3,0,23,25,6,55,13,17,9,6,36,0,6,12,5
2023-03-13,Indian Wells,hardcourt-outdoor,"Fritz, Taylor",13,2870,"Baez, Sebastian",19,1960,3,"[[[1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [5, 1], [6, 1]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",4,6,2,21,24,6,56,5,16,6,16,26,0,12,12,7,0,2,1,15,32,6,35,4,16,1,30,19,0,4,3,2
2023-03-13,Indian Wells,hardcourt-outdoor,"Sinner, Jannik",2,8860,"Mannarino, Adrian",21,1875,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",6,1,4,27,33,5,73,22,24,11,12,49,1,2,13,3,1,0,2,27,38,6,60,21,32,10,24,48,0,0,10,1
2023-03-12,Indian Wells,hardcourt-outdoor,"Hurkacz, Hubert",9,3730,"Popyrin, Alexei",42,1057,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]], [[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",9,3,1,30,40,9,63,13,20,9,18,43,0,7,12,5,2,0,3,22,30,4,49,9,18,6,20,31,0,2,6,1
2023-03-12,Indian Wells,hardcourt-outdoor,"Hijikata, Rinky",79,724,"Baez, Sebastian",19,1960,3,"[[[0, 1], [0, 2], [0, 3], [0, 4], [1, 4], [1, 5], [2, 5], [3, 5], [3, 6]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [1, 5], [1, 6]]]","[[0, 1], [0, 2]]",1,1,3,17,29,5,33,5,16,3,26,22,0,1,4,2,1,5,0,27,35,8,55,2,5,7,11,29,0,8,12,4
2023-03-12,Indian Wells,hardcourt-outdoor,"Mcdonald, Mackenzie",76,735,"Rune, Holger V. N.",12,3250,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",2,0,1,22,31,5,52,13,19,8,16,35,0,0,8,1,3,2,3,33,42,9,63,14,19,11,17,47,0,5,13,3
2023-03-12,Indian Wells,hardcourt-outdoor,"Alcaraz, Carlos",3,7345,"Kokkinakis, Thanasi",94,647,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",1,3,1,26,32,8,61,11,11,9,7,37,0,9,12,3,6,0,2,29,45,5,42,6,12,6,24,35,0,0,6,1
2023-03-12,Indian Wells,hardcourt-outdoor,"Garin, Christian",100,608,"Ruud, Casper",7,4535,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",5,2,3,36,45,7,83,17,30,10,25,53,1,7,13,3,3,1,2,33,48,7,75,17,30,9,30,50,0,4,10,3
2023-03-12,Indian Wells,hardcourt-outdoor,"Daniel, Taro",82,715,"Norrie, Cameron",30,1350,3,"[[[1, 0], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]], [[0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[1, 0], [1, 1], [1, 2]]",8,4,4,38,64,5,91,18,37,9,49,56,1,5,14,5,11,7,1,51,68,12,112,12,29,12,35,63,0,10,19,5
2023-03-12,Indian Wells,hardcourt-outdoor,"Ruusuvuori, Emil",71,780,"Zverev, Alexander",5,5435,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [6, 1]], [[0, 1], [0, 2], [0, 3], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]]]","[[0, 1], [1, 1], [1, 2]]",4,4,1,50,66,6,101,12,27,12,32,62,0,13,16,5,8,4,1,41,62,6,94,21,38,11,39,62,0,13,15,3
2023-03-12,Indian Wells,hardcourt-outdoor,"Khachanov, Karen",18,2000,"Davidovich Fokina, Alejandro",33,1315,3,"[[[1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [1, 1], [1, 2]]",4,4,1,39,60,6,89,15,32,9,39,54,0,10,13,5,3,4,5,27,43,6,87,21,35,9,35,48,0,11,13,5
2023-03-12,Indian Wells,hardcourt-outdoor,"Tiafoe, Francis",25,1650,"Kubler, Jason",190,316,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",9,3,1,33,44,8,59,8,14,9,18,41,0,3,12,5,1,0,1,19,22,5,42,5,19,5,18,24,0,1,5,1
2023-03-12,Indian Wells,hardcourt-outdoor,"Rublev, Andrey",6,4740,"Humbert, Ugo",15,2455,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]], [[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",4,4,0,32,41,8,66,6,11,9,14,38,0,6,13,5,4,1,4,23,30,7,54,17,34,7,28,40,0,1,8,3
2023-03-11,Indian Wells,hardcourt-outdoor,"Berrettini, Matteo",95,630,"Daniel, Taro",82,715,3,"[[[1, 0], [2, 0], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [1, 1], [1, 2]]",9,4,1,40,51,8,94,17,39,11,34,57,0,7,15,6,0,2,3,31,55,5,84,19,29,10,37,50,1,7,13,3
