RankNo,Name,Points,Movement,PlayerId,Year,courtType,Age,HeightCm,WeightKg,PlayHand,SglHiRank,SglCareerWon,SglCareerLost,SglYtdWon,SglYtdLost,SglHiRankDate,FirstServePercentage,FirstServePointsWonPercentage,SecondServePointsWonPercentage,BreakPointsSavedPercentage,ServiceGamesWonPercentage,ServicePointsWonPercentage,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,BreakPointsConvertedPercentage,ReturnGamesWonPercentage,ReturnPointsWonPercentage,TotalPointsWonPercentage
11,Stefanos Tsitsipas,"3,745",0,TE51,2022,all,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,63,76,55,66,86,69,29,50,41,21,36,52
11,Stefanos Tsitsipas,"3,745",0,TE51,2023,Grass,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,66,79,58,70,92,72,23,40,30,11,29,51
11,Stefanos Tsitsipas,"3,745",0,TE51,2023,Clay,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,64,77,52,52,85,68,33,53,40,28,40,53
11,Stefanos Tsitsipas,"3,745",0,TE51,2023,Hard,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,63,78,56,71,90,70,25,50,40,18,34,52
11,Stefanos Tsitsipas,"3,745",0,TE51,2023,all,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,64,78,55,66,89,70,27,49,39,20,35,52
11,Stefanos Tsitsipas,"3,745",0,TE51,2024,Grass,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,63,80,70,33,91,76,16,40,0,0,24,50
11,Stefanos Tsitsipas,"3,745",0,TE51,2024,Clay,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,63,73,56,66,86,67,32,52,42,29,39,53
11,Stefanos Tsitsipas,"3,745",0,TE51,2024,Hard,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,57,75,52,74,86,66,29,49,43,24,37,52
11,Stefanos Tsitsipas,"3,745",0,TE51,2024,all,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,60,74,55,69,86,67,30,50,42,26,37,52
11,Stefanos Tsitsipas,"3,745",0,TE51,all,Grass,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,63,78,55,66,88,70,25,46,31,14,33,51
11,Stefanos Tsitsipas,"3,745",0,TE51,all,Clay,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,62,74,55,63,85,67,33,52,43,28,40,53
11,Stefanos Tsitsipas,"3,745",0,TE51,all,Hard,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,62,77,55,66,87,69,27,48,39,19,35,52
11,Stefanos Tsitsipas,"3,745",0,TE51,all,all,25,193,90,R,3,329,154,29,11,2021-08-09T00:00:00,62,76,55,65,87,68,29,49,40,21,36,52
12,Tommy Paul,"3,205",1,PL56,2022,Grass,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,63,72,52,71,85,65,30,48,40,23,37,51
12,Tommy Paul,"3,205",1,PL56,2022,Clay,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,60,68,44,62,68,58,29,45,34,19,35,47
12,Tommy Paul,"3,205",1,PL56,2022,Hard,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,62,71,53,59,81,64,32,51,40,26,39,51
12,Tommy Paul,"3,205",1,PL56,2022,all,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,62,71,51,62,80,64,31,50,39,24,38,51
12,Tommy Paul,"3,205",1,PL56,2023,Grass,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,62,75,54,63,85,67,27,51,40,22,36,51
12,Tommy Paul,"3,205",1,PL56,2023,Clay,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,64,65,53,59,74,61,32,46,33,21,37,49
12,Tommy Paul,"3,205",1,PL56,2023,Hard,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,62,73,53,62,82,65,31,52,38,25,39,52
12,Tommy Paul,"3,205",1,PL56,2023,all,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,62,72,53,62,81,65,30,51,37,24,38,51
12,Tommy Paul,"3,205",1,PL56,2024,Grass,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,64,75,56,66,85,68,31,52,39,23,38,53
12,Tommy Paul,"3,205",1,PL56,2024,Clay,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,61,66,57,66,77,63,37,56,47,36,45,54
12,Tommy Paul,"3,205",1,PL56,2024,Hard,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,60,73,54,64,83,65,34,52,41,28,41,53
12,Tommy Paul,"3,205",1,PL56,2024,all,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,61,71,55,65,82,65,34,53,43,30,42,53
12,Tommy Paul,"3,205",1,PL56,all,Grass,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,63,73,54,66,84,66,29,50,40,22,37,51
12,Tommy Paul,"3,205",1,PL56,all,Clay,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,61,67,53,61,75,62,31,49,41,24,38,50
12,Tommy Paul,"3,205",1,PL56,all,Hard,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,61,71,52,60,80,64,31,52,39,25,39,51
12,Tommy Paul,"3,205",1,PL56,all,all,27,185,82,R,12,158,116,27,10,2023-10-02T00:00:00,61,71,52,61,80,64,30,51,39,24,38,51
13,Taylor Fritz,"3,145",-1,FB98,2022,Grass,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,65,80,55,68,89,71,27,57,48,24,37,54
13,Taylor Fritz,"3,145",-1,FB98,2022,Clay,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,63,66,50,56,70,60,31,56,42,29,40,50
13,Taylor Fritz,"3,145",-1,FB98,2022,Hard,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,61,78,53,63,86,68,31,50,35,24,38,52
13,Taylor Fritz,"3,145",-1,FB98,2022,all,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,62,76,53,62,84,67,30,52,38,24,38,52
13,Taylor Fritz,"3,145",-1,FB98,2023,Grass,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,62,76,56,65,86,68,26,47,43,13,33,51
13,Taylor Fritz,"3,145",-1,FB98,2023,Clay,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,56,77,57,62,82,68,32,53,40,28,40,54
13,Taylor Fritz,"3,145",-1,FB98,2023,Hard,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,60,79,55,68,89,70,27,54,44,22,38,53
13,Taylor Fritz,"3,145",-1,FB98,2023,all,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,59,79,55,66,87,69,28,53,42,23,38,53
13,Taylor Fritz,"3,145",-1,FB98,2024,Grass,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,64,80,56,79,90,71,23,45,40,14,32,51
13,Taylor Fritz,"3,145",-1,FB98,2024,Clay,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,62,78,51,66,85,68,31,48,41,23,37,53
13,Taylor Fritz,"3,145",-1,FB98,2024,Hard,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,62,75,56,70,87,68,30,50,37,24,38,52
13,Taylor Fritz,"3,145",-1,FB98,2024,all,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,62,77,53,69,86,68,30,49,39,23,37,52
13,Taylor Fritz,"3,145",-1,FB98,all,Grass,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,61,77,53,66,85,68,24,49,42,17,33,51
13,Taylor Fritz,"3,145",-1,FB98,all,Clay,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,59,73,52,58,78,64,31,50,38,24,38,51
13,Taylor Fritz,"3,145",-1,FB98,all,Hard,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,60,76,52,64,85,67,27,51,37,20,36,51
13,Taylor Fritz,"3,145",-1,FB98,all,all,26,196,86,R,5,258,179,27,12,2023-02-27T00:00:00,60,76,52,63,83,66,27,50,38,21,36,51
14,Ben Shelton,"2,545",0,S0S1,2022,Grass,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,,,,,,,,,,,,
14,Ben Shelton,"2,545",0,S0S1,2022,Clay,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,,,,,,,,,,,,
14,Ben Shelton,"2,545",0,S0S1,2022,Hard,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,59,79,54,71,90,69,26,43,38,13,31,50
14,Ben Shelton,"2,545",0,S0S1,2022,all,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,59,79,54,71,90,69,26,43,38,13,31,50
14,Ben Shelton,"2,545",0,S0S1,2023,Grass,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,65,78,52,76,89,69,25,47,24,9,33,50
14,Ben Shelton,"2,545",0,S0S1,2023,Clay,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,60,71,43,61,73,60,25,47,54,19,32,47
14,Ben Shelton,"2,545",0,S0S1,2023,Hard,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,65,77,54,66,87,69,26,43,42,16,32,51
14,Ben Shelton,"2,545",0,S0S1,2023,all,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,64,76,52,66,85,67,26,44,41,16,32,50
14,Ben Shelton,"2,545",0,S0S1,2024,Grass,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,68,83,40,67,92,70,19,45,100,4,28,48
14,Ben Shelton,"2,545",0,S0S1,2024,Clay,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,65,75,53,66,86,67,29,45,32,17,35,51
14,Ben Shelton,"2,545",0,S0S1,2024,Hard,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,68,74,53,68,86,68,27,46,35,16,34,51
14,Ben Shelton,"2,545",0,S0S1,2024,all,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,67,75,52,67,86,68,27,46,34,16,34,51
14,Ben Shelton,"2,545",0,S0S1,all,Grass,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,66,80,49,74,89,69,24,47,26,8,32,50
14,Ben Shelton,"2,545",0,S0S1,all,Clay,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,63,73,48,63,81,64,28,46,39,18,34,49
14,Ben Shelton,"2,545",0,S0S1,all,Hard,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,65,76,54,67,87,68,26,44,39,16,33,51
14,Ben Shelton,"2,545",0,S0S1,all,all,21,193,88,L,14,48,40,19,13,2024-04-08T00:00:00,65,76,52,67,86,68,26,45,38,15,33,50
15,Holger Rune,"2,370",0,R0DG,2022,Grass,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,67,70,50,71,82,63,28,33,18,5,30,46
15,Holger Rune,"2,370",0,R0DG,2022,Clay,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,64,69,52,61,78,63,34,49,41,27,40,51
15,Holger Rune,"2,370",0,R0DG,2022,Hard,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,64,74,54,67,86,67,27,53,42,21,37,52
15,Holger Rune,"2,370",0,R0DG,2022,all,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,64,72,53,65,83,65,30,50,41,22,37,51
15,Holger Rune,"2,370",0,R0DG,2023,Grass,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,64,77,53,72,89,68,26,48,33,15,34,51
15,Holger Rune,"2,370",0,R0DG,2023,Clay,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,60,71,53,65,82,64,33,51,40,27,40,52
15,Holger Rune,"2,370",0,R0DG,2023,Hard,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,63,72,53,61,82,65,27,49,40,20,35,50
15,Holger Rune,"2,370",0,R0DG,2023,all,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,62,72,53,64,83,65,29,49,39,21,37,51
15,Holger Rune,"2,370",0,R0DG,2024,Grass,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,64,78,55,67,93,69,17,31,100,6,22,47
15,Holger Rune,"2,370",0,R0DG,2024,Clay,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,59,70,53,66,80,63,30,46,39,19,36,50
15,Holger Rune,"2,370",0,R0DG,2024,Hard,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,61,75,56,68,85,67,27,52,33,18,36,52
15,Holger Rune,"2,370",0,R0DG,2024,all,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,60,73,54,67,83,65,28,49,36,18,36,51
15,Holger Rune,"2,370",0,R0DG,all,Grass,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,64,75,53,72,88,67,26,44,32,12,32,50
15,Holger Rune,"2,370",0,R0DG,all,Clay,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,61,70,52,62,79,63,32,50,40,25,39,51
15,Holger Rune,"2,370",0,R0DG,all,Hard,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,62,73,54,63,83,66,27,51,39,20,36,51
15,Holger Rune,"2,370",0,R0DG,all,all,21,188,77,R,4,116,75,22,13,2023-08-21T00:00:00,62,72,53,63,82,65,29,50,39,21,37,51
16,Ugo Humbert,"2,300",0,HH26,2022,Grass,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,65,73,54,59,83,66,27,47,34,14,34,50
16,Ugo Humbert,"2,300",0,HH26,2022,Clay,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,67,64,46,61,68,58,37,50,42,28,42,50
16,Ugo Humbert,"2,300",0,HH26,2022,Hard,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,61,67,51,56,76,61,24,45,34,14,32,47
16,Ugo Humbert,"2,300",0,HH26,2022,all,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,63,68,51,58,76,62,28,47,36,17,35,49
16,Ugo Humbert,"2,300",0,HH26,2023,Grass,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,57,72,48,63,76,62,30,49,32,20,37,50
16,Ugo Humbert,"2,300",0,HH26,2023,Clay,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,57,73,48,48,80,62,28,47,33,20,35,49
16,Ugo Humbert,"2,300",0,HH26,2023,Hard,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,62,75,52,63,83,66,29,51,37,23,37,51
16,Ugo Humbert,"2,300",0,HH26,2023,all,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,60,74,51,62,81,65,29,50,36,22,37,51
16,Ugo Humbert,"2,300",0,HH26,2024,Grass,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,65,74,49,70,84,65,28,48,32,18,35,51
16,Ugo Humbert,"2,300",0,HH26,2024,Clay,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,64,69,51,59,79,62,32,49,43,24,38,51
16,Ugo Humbert,"2,300",0,HH26,2024,Hard,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,67,72,58,68,87,67,27,53,35,21,38,52
16,Ugo Humbert,"2,300",0,HH26,2024,all,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,66,71,55,65,84,65,29,51,37,22,37,51
16,Ugo Humbert,"2,300",0,HH26,all,Grass,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,63,75,51,67,84,66,28,48,35,18,35,50
16,Ugo Humbert,"2,300",0,HH26,all,Clay,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,62,68,49,60,74,61,31,48,36,22,37,49
16,Ugo Humbert,"2,300",0,HH26,all,Hard,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,62,74,53,64,84,66,26,48,36,18,35,51
16,Ugo Humbert,"2,300",0,HH26,all,all,25,188,73,L,13,125,113,21,12,2024-04-15T00:00:00,62,73,52,64,82,65,28,48,36,19,35,50
17,Felix Auger-Aliassime,"2,075",1,AG37,2022,Grass,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,64,81,53,75,94,71,28,41,46,12,33,51
17,Felix Auger-Aliassime,"2,075",1,AG37,2022,Clay,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,65,71,49,64,79,63,35,50,40,28,40,52
17,Felix Auger-Aliassime,"2,075",1,AG37,2022,Hard,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,65,79,51,68,87,69,30,48,36,20,37,52
17,Felix Auger-Aliassime,"2,075",1,AG37,2022,all,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,65,77,50,67,86,68,31,48,38,21,37,52
17,Felix Auger-Aliassime,"2,075",1,AG37,2023,Grass,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,60,80,52,40,87,69,18,48,40,9,27,48
17,Felix Auger-Aliassime,"2,075",1,AG37,2023,Clay,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,60,74,41,60,75,61,26,52,50,20,35,49
17,Felix Auger-Aliassime,"2,075",1,AG37,2023,Hard,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,60,79,50,61,85,67,28,47,31,17,35,51
17,Felix Auger-Aliassime,"2,075",1,AG37,2023,all,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,60,78,49,60,84,67,28,47,32,17,35,51
17,Felix Auger-Aliassime,"2,075",1,AG37,2024,Grass,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,73,76,50,60,78,69,27,21,0,0,25,49
17,Felix Auger-Aliassime,"2,075",1,AG37,2024,Clay,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,61,76,51,63,85,67,35,48,46,26,39,53
17,Felix Auger-Aliassime,"2,075",1,AG37,2024,Hard,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,64,73,51,58,82,65,30,48,38,19,37,51
17,Felix Auger-Aliassime,"2,075",1,AG37,2024,all,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,63,75,51,61,83,66,32,47,42,22,38,52
17,Felix Auger-Aliassime,"2,075",1,AG37,all,Grass,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,64,80,55,71,89,71,27,46,39,16,34,52
17,Felix Auger-Aliassime,"2,075",1,AG37,all,Clay,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,64,72,48,62,78,63,33,49,40,24,38,51
17,Felix Auger-Aliassime,"2,075",1,AG37,all,Hard,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,63,77,50,63,84,67,29,48,36,20,36,51
17,Felix Auger-Aliassime,"2,075",1,AG37,all,all,23,193,88,R,6,203,136,20,14,2022-11-07T00:00:00,63,76,50,63,83,66,30,48,37,20,36,51
18,Sebastian Baez,"2,030",1,B0BI,2022,Grass,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,68,51,56,78,63,24,52,40,20,35,49
18,Sebastian Baez,"2,030",1,B0BI,2022,Clay,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,65,55,61,77,62,35,53,41,31,41,51
18,Sebastian Baez,"2,030",1,B0BI,2022,Hard,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,61,47,56,66,57,29,46,30,14,35,46
18,Sebastian Baez,"2,030",1,B0BI,2022,all,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,64,52,59,74,61,32,51,39,25,39,50
18,Sebastian Baez,"2,030",1,B0BI,2023,Grass,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,74,68,50,80,90,64,28,38,25,10,31,48
18,Sebastian Baez,"2,030",1,B0BI,2023,Clay,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,70,65,57,58,74,63,34,55,42,32,42,52
18,Sebastian Baez,"2,030",1,B0BI,2023,Hard,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,75,63,48,57,75,59,26,49,38,19,35,47
18,Sebastian Baez,"2,030",1,B0BI,2023,all,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,65,54,58,75,62,31,53,41,27,39,50
18,Sebastian Baez,"2,030",1,B0BI,2024,Grass,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,51,61,70,70,54,24,52,13,10,33,44
18,Sebastian Baez,"2,030",1,B0BI,2024,Clay,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,65,53,62,77,61,37,54,47,34,43,52
18,Sebastian Baez,"2,030",1,B0BI,2024,Hard,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,71,60,54,56,68,58,29,49,39,20,37,48
18,Sebastian Baez,"2,030",1,B0BI,2024,all,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,63,54,61,75,61,35,53,45,31,42,51
18,Sebastian Baez,"2,030",1,B0BI,all,Grass,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,73,66,52,64,80,62,25,49,32,16,34,48
18,Sebastian Baez,"2,030",1,B0BI,all,Clay,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,65,55,60,76,62,35,53,43,32,42,52
18,Sebastian Baez,"2,030",1,B0BI,all,Hard,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,73,62,49,56,71,59,28,48,34,17,35,47
18,Sebastian Baez,"2,030",1,B0BI,all,all,23,170,70,R,18,83,73,23,14,2024-06-24T00:00:00,72,64,53,59,74,61,33,52,40,27,40,50
19,Nicolas Jarry,"1,825",1,J551,2022,Grass,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,,,,,,,,,,,,
19,Nicolas Jarry,"1,825",1,J551,2022,Clay,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,63,83,52,69,91,72,22,36,14,5,27,49
19,Nicolas Jarry,"1,825",1,J551,2022,Hard,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,67,78,41,58,79,66,18,44,25,4,27,47
19,Nicolas Jarry,"1,825",1,J551,2022,all,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,65,81,49,64,87,70,21,39,16,5,27,48
19,Nicolas Jarry,"1,825",1,J551,2023,Grass,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,71,77,53,78,90,70,27,51,27,15,36,52
19,Nicolas Jarry,"1,825",1,J551,2023,Clay,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,64,76,54,64,86,68,30,49,40,20,37,52
19,Nicolas Jarry,"1,825",1,J551,2023,Hard,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,65,78,54,70,89,70,26,45,42,15,32,51
19,Nicolas Jarry,"1,825",1,J551,2023,all,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,65,77,54,68,88,69,28,48,38,17,35,52
19,Nicolas Jarry,"1,825",1,J551,2024,Grass,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,,,,,,,,,,,,
19,Nicolas Jarry,"1,825",1,J551,2024,Clay,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,64,71,52,69,82,64,28,46,33,17,35,49
19,Nicolas Jarry,"1,825",1,J551,2024,Hard,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,64,79,48,60,84,68,27,50,37,17,35,51
19,Nicolas Jarry,"1,825",1,J551,2024,all,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,64,74,51,66,83,66,28,48,34,17,35,50
19,Nicolas Jarry,"1,825",1,J551,all,Grass,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,65,74,53,69,85,67,25,48,31,13,34,50
19,Nicolas Jarry,"1,825",1,J551,all,Clay,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,64,73,53,64,84,66,28,46,36,18,35,50
19,Nicolas Jarry,"1,825",1,J551,all,Hard,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,64,76,51,66,84,67,23,46,37,14,32,49
19,Nicolas Jarry,"1,825",1,J551,all,all,28,201,90,R,16,111,100,16,13,2024-05-20T00:00:00,64,74,52,65,84,66,26,46,36,16,34,50
20,Sebastian Korda,"1,795",3,K0AH,2022,Grass,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,59,72,49,63,81,63,32,45,50,26,37,51
20,Sebastian Korda,"1,795",3,K0AH,2022,Clay,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,61,70,46,59,75,61,35,49,44,29,40,51
20,Sebastian Korda,"1,795",3,K0AH,2022,Hard,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,64,70,52,64,82,64,32,51,41,26,39,51
20,Sebastian Korda,"1,795",3,K0AH,2022,all,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,63,70,50,62,80,63,32,50,42,26,39,51
20,Sebastian Korda,"1,795",3,K0AH,2023,Grass,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,61,80,52,56,87,69,26,47,29,13,34,51
20,Sebastian Korda,"1,795",3,K0AH,2023,Clay,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,62,63,48,54,69,57,26,59,36,28,40,48
20,Sebastian Korda,"1,795",3,K0AH,2023,Hard,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,63,75,55,66,86,68,26,51,44,20,36,52
20,Sebastian Korda,"1,795",3,K0AH,2023,all,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,62,74,54,64,84,67,26,51,41,20,36,51
20,Sebastian Korda,"1,795",3,K0AH,2024,Grass,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,61,78,53,63,86,68,27,55,37,23,38,53
20,Sebastian Korda,"1,795",3,K0AH,2024,Clay,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,59,68,53,58,77,62,33,45,37,22,37,49
20,Sebastian Korda,"1,795",3,K0AH,2024,Hard,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,61,76,47,60,80,65,27,55,43,24,38,51
20,Sebastian Korda,"1,795",3,K0AH,2024,all,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,60,74,51,60,81,65,29,52,40,23,38,51
20,Sebastian Korda,"1,795",3,K0AH,all,Grass,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,63,75,52,61,83,66,30,51,35,22,38,52
20,Sebastian Korda,"1,795",3,K0AH,all,Clay,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,62,68,49,60,76,61,33,50,41,28,40,50
20,Sebastian Korda,"1,795",3,K0AH,all,Hard,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,64,72,52,65,82,65,29,51,42,23,37,51
20,Sebastian Korda,"1,795",3,K0AH,all,all,23,196,82,R,20,116,75,22,15,2024-06-24T00:00:00,63,72,51,63,81,64,30,51,40,24,38,51
21,Karen Khachanov,"1,780",1,KE29,2022,Grass,28,198,87,R,8,264,191,20,12,2019-07-15T00:00:00,63,79,58,47,89,72,25,52,35,21,36,53
21,Karen Khachanov,"1,780",1,KE29,2022,Clay,28,198,87,R,8,264,191,20,12,2019-07-15T00:00:00,64,67,52,66,77,62,31,47,43,20,37,50
21,Karen Khachanov,"1,780",1,KE29,2022,Hard,28,198,87,R,8,264,191,20,12,2019-07-15T00:00:00,64,75,49,64,83,66,27,49,41,20,36,51
21,Karen Khachanov,"1,780",1,KE29,2022,all,28,198,87,R,8,264,191,20,12,2019-07-15T00:00:00,64,73,51,64,82,65,28,49,41,20,36,51
21,Karen Khachanov,"1,780",1,KE29,2023,Grass,28,198,87,R,8,264,191,20,12,2019-07-15T00:00:00,,,,,,,,,,,,
21,Karen Khachanov,"1,780",1,KE29,2023,Clay,28,198,87,R,8,264,191,20,12,2019-07-15T00:00:00,62,70,58,59,84,66,32,49,35,22,39,52
21,Karen Khachanov,"1,780",1,KE29,2023,Hard,28,198,87,R,8,264,191,20,12,2019-07-15T00:00:00,64,76,51,64,84,67,29,52,44,24,38,52
