RankNo,Name,Points,Movement,PlayerId,Year,courtType,Age,HeightCm,WeightKg,PlayHand,SglHiRank,SglCareerWon,SglCareerLost,SglYtdWon,SglYtdLost,SglHiRankDate,FirstServePercentage,FirstServePointsWonPercentage,SecondServePointsWonPercentage,BreakPointsSavedPercentage,ServiceGamesWonPercentage,ServicePointsWonPercentage,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,BreakPointsConvertedPercentage,ReturnGamesWonPercentage,ReturnPointsWonPercentage,TotalPointsWonPercentage
84,Thiago Monteiro,690,-5,MJ08,2024,Hard,30,183,78,L,61,88,121,9,4,2022-10-17T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
84,Thiago Monteiro,690,-5,MJ08,2024,all,30,183,78,L,61,88,121,9,4,2022-10-17T00:00:00,67,75,53,60,85,67,29,47,42,21,36,51
84,Thiago Monteiro,690,-5,MJ08,all,Grass,30,183,78,L,61,88,121,9,4,2022-10-17T00:00:00,63,73,53,61,84,66,20,41,26,7,27,47
84,Thiago Monteiro,690,-5,MJ08,all,Clay,30,183,78,L,61,88,121,9,4,2022-10-17T00:00:00,65,71,51,61,79,64,27,48,41,20,35,50
84,Thiago Monteiro,690,-5,MJ08,all,Hard,30,183,78,L,61,88,121,9,4,2022-10-17T00:00:00,65,73,53,65,82,66,23,46,37,13,32,49
84,Thiago Monteiro,690,-5,MJ08,all,all,30,183,78,L,61,88,121,9,4,2022-10-17T00:00:00,65,72,52,62,80,65,25,47,39,17,34,49
85,Jakub Mensik,688,-4,M0NI,2023,Grass,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,,,,,,,,,,,,
85,Jakub Mensik,688,-4,M0NI,2023,Clay,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,,,,,,,,,,,,
85,Jakub Mensik,688,-4,M0NI,2023,Hard,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,51,74,54,38,79,65,24,49,40,16,34,49
85,Jakub Mensik,688,-4,M0NI,2023,all,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,51,74,54,38,79,65,24,49,40,16,34,49
85,Jakub Mensik,688,-4,M0NI,2024,Grass,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,53,77,37,20,67,58,34,42,22,15,37,46
85,Jakub Mensik,688,-4,M0NI,2024,Clay,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,55,65,49,71,74,58,27,54,47,19,36,49
85,Jakub Mensik,688,-4,M0NI,2024,Hard,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,62,73,51,72,84,65,24,49,41,16,33,50
85,Jakub Mensik,688,-4,M0NI,2024,all,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,60,72,49,69,81,63,25,49,40,17,34,49
85,Jakub Mensik,688,-4,M0NI,all,Grass,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,53,77,37,20,67,58,34,42,22,15,37,46
85,Jakub Mensik,688,-4,M0NI,all,Clay,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,55,65,49,71,74,58,27,54,47,19,36,49
85,Jakub Mensik,688,-4,M0NI,all,Hard,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,59,73,52,66,83,65,24,49,41,16,33,49
85,Jakub Mensik,688,-4,M0NI,all,all,18,193,83,R,65,13,8,10,7,2024-05-06T00:00:00,58,72,50,66,81,63,25,49,40,16,34,49
86,Aleksandar Kovacevic,681,-2,K0AZ,2022,Grass,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,,,,,,,,,,,,
86,Aleksandar Kovacevic,681,-2,K0AZ,2022,Clay,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,,,,,,,,,,,,
86,Aleksandar Kovacevic,681,-2,K0AZ,2022,Hard,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,62,80,43,74,85,66,28,49,43,23,35,51
86,Aleksandar Kovacevic,681,-2,K0AZ,2022,all,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,62,80,43,74,85,66,28,49,43,23,35,51
86,Aleksandar Kovacevic,681,-2,K0AZ,2023,Grass,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,62,39,32,40,0,36,23,40,50,14,30,33
86,Aleksandar Kovacevic,681,-2,K0AZ,2023,Clay,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,54,70,43,53,71,58,20,35,22,8,26,43
86,Aleksandar Kovacevic,681,-2,K0AZ,2023,Hard,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,60,74,49,57,79,64,28,41,35,14,33,49
86,Aleksandar Kovacevic,681,-2,K0AZ,2023,all,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,59,71,47,54,74,61,26,40,33,13,31,47
86,Aleksandar Kovacevic,681,-2,K0AZ,2024,Grass,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,,,,,,,,,,,,
86,Aleksandar Kovacevic,681,-2,K0AZ,2024,Clay,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,59,77,49,63,84,66,25,44,30,12,32,48
86,Aleksandar Kovacevic,681,-2,K0AZ,2024,Hard,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,59,76,48,65,81,65,24,44,32,14,32,49
86,Aleksandar Kovacevic,681,-2,K0AZ,2024,all,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,59,76,49,64,82,65,24,44,31,13,32,49
86,Aleksandar Kovacevic,681,-2,K0AZ,all,Grass,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,62,39,32,40,0,36,23,40,50,14,30,33
86,Aleksandar Kovacevic,681,-2,K0AZ,all,Clay,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,58,76,48,61,81,64,24,42,28,11,31,47
86,Aleksandar Kovacevic,681,-2,K0AZ,all,Hard,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,60,76,48,64,81,65,26,44,35,16,33,49
86,Aleksandar Kovacevic,681,-2,K0AZ,all,all,25,183,79,R,83,11,22,5,12,2024-06-10T00:00:00,60,75,47,62,80,64,25,43,34,14,32,48
87,Maximilian Marterer,679,-1,MN13,2022,Grass,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,59,73,50,59,81,63,17,45,45,14,28,47
87,Maximilian Marterer,679,-1,MN13,2022,Clay,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,,,,,,,,,,,,
87,Maximilian Marterer,679,-1,MN13,2022,Hard,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,58,66,47,57,69,58,11,35,20,3,21,41
87,Maximilian Marterer,679,-1,MN13,2022,all,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,59,69,49,58,75,61,14,40,38,9,25,45
87,Maximilian Marterer,679,-1,MN13,2023,Grass,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,64,79,53,75,91,70,20,46,26,12,31,51
87,Maximilian Marterer,679,-1,MN13,2023,Clay,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,71,72,46,38,76,64,25,70,36,20,37,50
87,Maximilian Marterer,679,-1,MN13,2023,Hard,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,65,71,56,58,82,66,23,49,44,16,32,50
87,Maximilian Marterer,679,-1,MN13,2023,all,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,66,74,54,61,84,67,22,50,36,15,32,50
87,Maximilian Marterer,679,-1,MN13,2024,Grass,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
87,Maximilian Marterer,679,-1,MN13,2024,Clay,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,64,65,53,53,73,60,27,48,38,20,35,48
87,Maximilian Marterer,679,-1,MN13,2024,Hard,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,65,62,47,55,69,57,16,45,21,7,28,43
87,Maximilian Marterer,679,-1,MN13,2024,all,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,64,64,51,54,72,59,23,47,33,15,32,46
87,Maximilian Marterer,679,-1,MN13,all,Grass,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,64,74,50,59,84,66,20,44,28,11,30,48
87,Maximilian Marterer,679,-1,MN13,all,Clay,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,63,67,51,60,74,61,28,45,40,17,35,48
87,Maximilian Marterer,679,-1,MN13,all,Hard,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,63,71,54,60,81,65,21,45,34,12,30,48
87,Maximilian Marterer,679,-1,MN13,all,all,29,188,78,L,45,36,70,1,9,2018-08-13T00:00:00,63,70,53,60,79,64,24,45,36,14,32,48
88,Emil Ruusuvuori,668,-1,RH24,2022,Grass,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,66,72,54,68,84,65,28,48,29,17,36,50
88,Emil Ruusuvuori,668,-1,RH24,2022,Clay,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,68,66,47,59,72,60,34,51,39,28,41,50
88,Emil Ruusuvuori,668,-1,RH24,2022,Hard,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,66,70,51,58,79,64,31,53,42,26,40,52
88,Emil Ruusuvuori,668,-1,RH24,2022,all,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,67,69,51,60,78,63,32,52,40,25,39,51
88,Emil Ruusuvuori,668,-1,RH24,2023,Grass,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,58,75,53,69,84,66,24,47,28,14,33,49
88,Emil Ruusuvuori,668,-1,RH24,2023,Clay,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,63,68,50,62,74,62,31,51,45,26,39,50
88,Emil Ruusuvuori,668,-1,RH24,2023,Hard,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,64,72,51,61,81,65,28,51,41,21,37,51
88,Emil Ruusuvuori,668,-1,RH24,2023,all,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,63,71,51,62,79,64,28,50,41,21,37,51
88,Emil Ruusuvuori,668,-1,RH24,2024,Grass,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
88,Emil Ruusuvuori,668,-1,RH24,2024,Clay,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,65,56,55,65,62,55,35,53,48,31,42,49
88,Emil Ruusuvuori,668,-1,RH24,2024,Hard,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,62,71,54,63,82,65,29,53,35,21,38,51
88,Emil Ruusuvuori,668,-1,RH24,2024,all,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,63,68,54,64,78,63,30,53,38,23,39,51
88,Emil Ruusuvuori,668,-1,RH24,all,Grass,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,63,72,53,66,83,65,27,49,31,16,35,50
88,Emil Ruusuvuori,668,-1,RH24,all,Clay,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,65,66,48,59,70,60,33,51,39,26,40,50
88,Emil Ruusuvuori,668,-1,RH24,all,Hard,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,65,71,51,59,78,64,30,52,41,24,39,51
88,Emil Ruusuvuori,668,-1,RH24,all,all,25,188,79,R,37,107,99,12,10,2023-04-03T00:00:00,65,70,51,60,77,63,30,52,39,24,39,51
89,Borna Coric,664,0,CG80,2022,Grass,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,,,,,,,,,,,,
89,Borna Coric,664,0,CG80,2022,Clay,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,61,70,52,56,78,63,27,46,26,14,34,49
89,Borna Coric,664,0,CG80,2022,Hard,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,62,75,55,64,84,67,26,50,36,17,35,51
89,Borna Coric,664,0,CG80,2022,all,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,62,74,54,61,83,66,26,49,33,16,35,50
89,Borna Coric,664,0,CG80,2023,Grass,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,65,74,37,54,73,61,28,39,14,7,31,45
89,Borna Coric,664,0,CG80,2023,Clay,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,57,74,50,65,81,64,31,46,42,21,36,50
89,Borna Coric,664,0,CG80,2023,Hard,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,62,73,50,53,77,64,26,46,33,15,34,49
89,Borna Coric,664,0,CG80,2023,all,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,60,74,49,59,78,64,29,45,35,17,35,49
89,Borna Coric,664,0,CG80,2024,Grass,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,,,,,,,,,,,,
89,Borna Coric,664,0,CG80,2024,Clay,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,60,71,45,65,76,61,21,50,41,17,33,47
89,Borna Coric,664,0,CG80,2024,Hard,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,63,71,52,69,82,64,29,51,35,21,38,51
89,Borna Coric,664,0,CG80,2024,all,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,62,71,49,68,80,63,26,51,37,19,36,49
89,Borna Coric,664,0,CG80,all,Grass,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,64,73,51,61,81,65,23,46,35,14,32,48
89,Borna Coric,664,0,CG80,all,Clay,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,61,72,53,62,81,64,29,49,36,21,37,50
89,Borna Coric,664,0,CG80,all,Hard,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,62,72,53,61,81,65,27,50,39,20,36,50
89,Borna Coric,664,0,CG80,all,all,27,188,85,R,12,217,186,7,11,2018-11-05T00:00:00,62,72,52,62,81,65,27,49,38,20,36,50
90,Constant Lestienne,657,1,LB66,2022,Grass,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,,,,,,,,,,,,
90,Constant Lestienne,657,1,LB66,2022,Clay,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,,,,,,,,,,,,
90,Constant Lestienne,657,1,LB66,2022,Hard,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,60,71,48,54,77,62,31,46,33,20,36,49
90,Constant Lestienne,657,1,LB66,2022,all,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,60,71,48,54,77,62,31,46,33,20,36,49
90,Constant Lestienne,657,1,LB66,2023,Grass,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,63,60,40,52,58,53,25,53,52,26,38,46
90,Constant Lestienne,657,1,LB66,2023,Clay,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,61,57,42,51,54,51,28,54,45,26,38,44
90,Constant Lestienne,657,1,LB66,2023,Hard,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,65,67,43,61,69,59,29,48,40,21,36,48
90,Constant Lestienne,657,1,LB66,2023,all,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,64,64,43,57,65,57,29,50,43,22,37,47
90,Constant Lestienne,657,1,LB66,2024,Grass,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
90,Constant Lestienne,657,1,LB66,2024,Clay,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,68,57,44,59,55,53,36,44,50,26,38,46
90,Constant Lestienne,657,1,LB66,2024,Hard,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,59,64,47,59,65,57,31,49,50,25,38,48
90,Constant Lestienne,657,1,LB66,2024,all,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,61,63,47,59,64,56,32,48,50,25,38,48
90,Constant Lestienne,657,1,LB66,all,Grass,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,63,60,40,52,58,53,25,53,52,26,38,46
90,Constant Lestienne,657,1,LB66,all,Clay,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,63,56,41,51,51,50,31,49,46,24,38,44
90,Constant Lestienne,657,1,LB66,all,Hard,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,62,67,46,58,70,59,29,50,41,22,37,48
90,Constant Lestienne,657,1,LB66,all,all,32,180,77,R,48,17,36,3,7,2023-02-06T00:00:00,62,65,45,56,67,57,29,50,42,23,37,48
91,Lloyd Harris,643,4,HG86,2022,Grass,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,,,,,,,,,,,,
91,Lloyd Harris,643,4,HG86,2022,Clay,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,64,71,49,63,78,63,27,42,30,8,32,47
91,Lloyd Harris,643,4,HG86,2022,Hard,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,65,73,48,64,82,64,23,45,40,14,32,48
91,Lloyd Harris,643,4,HG86,2022,all,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,64,72,48,64,81,64,24,44,37,12,32,48
91,Lloyd Harris,643,4,HG86,2023,Grass,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,67,77,56,73,90,70,27,39,26,11,32,51
91,Lloyd Harris,643,4,HG86,2023,Clay,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,65,70,40,50,75,60,25,43,8,4,32,45
91,Lloyd Harris,643,4,HG86,2023,Hard,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,62,78,49,59,86,67,23,41,32,11,30,49
91,Lloyd Harris,643,4,HG86,2023,all,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,64,77,50,62,86,67,25,41,27,10,31,49
91,Lloyd Harris,643,4,HG86,2024,Grass,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,,,,,,,,,,,,
91,Lloyd Harris,643,4,HG86,2024,Clay,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,,,,,,,,,,,,
91,Lloyd Harris,643,4,HG86,2024,Hard,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,70,76,53,71,91,69,21,45,14,9,30,48
91,Lloyd Harris,643,4,HG86,2024,all,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,70,76,53,71,91,69,21,45,14,9,30,48
91,Lloyd Harris,643,4,HG86,all,Grass,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,65,75,51,61,83,67,25,44,32,13,32,49
91,Lloyd Harris,643,4,HG86,all,Clay,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,65,69,48,56,75,62,27,42,35,13,33,47
91,Lloyd Harris,643,4,HG86,all,Hard,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,65,76,47,62,83,66,26,47,38,17,34,50
91,Lloyd Harris,643,4,HG86,all,all,27,193,80,R,31,76,82,0,1,2021-09-13T00:00:00,65,75,48,61,82,65,26,46,37,16,33,49
92,Thanasi Kokkinakis,639,2,KD46,2022,Grass,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,60,74,46,70,79,63,28,39,40,14,32,48
92,Thanasi Kokkinakis,639,2,KD46,2022,Clay,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,63,73,45,72,81,63,30,45,52,19,35,50
92,Thanasi Kokkinakis,639,2,KD46,2022,Hard,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,65,78,48,61,85,67,25,44,30,13,32,50
92,Thanasi Kokkinakis,639,2,KD46,2022,all,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,64,77,48,65,84,66,26,44,34,14,33,49
92,Thanasi Kokkinakis,639,2,KD46,2023,Grass,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,,,,,,,,,,,,
92,Thanasi Kokkinakis,639,2,KD46,2023,Clay,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,60,72,48,66,81,62,29,41,43,20,34,49
92,Thanasi Kokkinakis,639,2,KD46,2023,Hard,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,65,77,53,71,89,68,25,46,33,15,33,51
92,Thanasi Kokkinakis,639,2,KD46,2023,all,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,64,76,51,69,87,67,26,45,35,16,33,50
92,Thanasi Kokkinakis,639,2,KD46,2024,Grass,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,,,,,,,,,,,,
92,Thanasi Kokkinakis,639,2,KD46,2024,Clay,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,64,74,53,58,83,66,25,47,31,12,33,49
92,Thanasi Kokkinakis,639,2,KD46,2024,Hard,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,65,70,49,60,78,63,25,48,25,13,34,48
92,Thanasi Kokkinakis,639,2,KD46,2024,all,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,65,72,51,59,80,64,25,47,28,12,34,49
92,Thanasi Kokkinakis,639,2,KD46,all,Grass,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,60,76,44,70,82,63,24,42,46,13,30,48
92,Thanasi Kokkinakis,639,2,KD46,all,Clay,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,61,73,49,66,80,64,27,45,37,15,34,49
92,Thanasi Kokkinakis,639,2,KD46,all,Hard,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,62,75,50,65,84,66,25,47,34,15,33,50
92,Thanasi Kokkinakis,639,2,KD46,all,all,28,193,84,R,65,68,90,6,10,2023-11-06T00:00:00,62,75,49,65,83,65,25,47,35,15,33,49
93,Stan Wawrinka,633,0,W367,2022,Grass,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,55,77,48,72,80,64,26,40,23,6,31,48
93,Stan Wawrinka,633,0,W367,2022,Clay,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,52,71,51,56,75,61,26,48,32,16,36,48
93,Stan Wawrinka,633,0,W367,2022,Hard,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,59,75,55,71,85,67,25,45,42,17,32,50
93,Stan Wawrinka,633,0,W367,2022,all,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,56,74,53,67,81,65,26,45,37,15,33,49
93,Stan Wawrinka,633,0,W367,2023,Grass,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,55,80,53,70,86,67,24,48,41,18,34,51
93,Stan Wawrinka,633,0,W367,2023,Clay,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,58,74,56,63,84,66,26,49,42,20,34,51
93,Stan Wawrinka,633,0,W367,2023,Hard,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,55,77,53,64,83,66,29,46,37,20,36,51
93,Stan Wawrinka,633,0,W367,2023,all,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,56,76,54,64,83,66,27,47,39,20,35,51
93,Stan Wawrinka,633,0,W367,2024,Grass,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,,,,,,,,,,,,
93,Stan Wawrinka,633,0,W367,2024,Clay,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,55,73,49,56,79,62,30,46,35,23,36,49
93,Stan Wawrinka,633,0,W367,2024,Hard,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,53,72,43,40,68,58,24,47,50,21,34,46
93,Stan Wawrinka,633,0,W367,2024,all,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,54,73,48,52,76,61,29,46,38,22,36,49
93,Stan Wawrinka,633,0,W367,all,Grass,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,58,77,54,66,86,67,27,46,34,16,34,50
93,Stan Wawrinka,633,0,W367,all,Clay,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,59,71,54,64,81,64,32,51,40,26,39,52
93,Stan Wawrinka,633,0,W367,all,Hard,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,57,75,53,64,83,66,29,49,39,21,37,51
93,Stan Wawrinka,633,0,W367,all,all,39,183,81,R,3,571,354,3,8,2014-01-27T00:00:00,58,74,54,64,83,65,30,49,39,22,37,51
94,Max Purcell,627,7,PH71,2022,Grass,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,64,66,47,65,73,59,27,51,27,21,37,48
94,Max Purcell,627,7,PH71,2022,Clay,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,71,67,41,57,70,59,27,43,33,18,32,45
94,Max Purcell,627,7,PH71,2022,Hard,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,59,70,33,45,61,55,24,44,46,19,33,44
94,Max Purcell,627,7,PH71,2022,all,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,63,67,41,58,68,58,27,48,32,20,35,46
94,Max Purcell,627,7,PH71,2023,Grass,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,62,64,49,52,67,59,22,42,18,8,28,42
94,Max Purcell,627,7,PH71,2023,Clay,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,62,67,50,66,74,61,28,45,35,16,34,48
94,Max Purcell,627,7,PH71,2023,Hard,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,59,75,46,70,81,63,28,47,40,19,35,49
94,Max Purcell,627,7,PH71,2023,all,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,60,72,47,67,78,62,27,46,37,17,34,48
94,Max Purcell,627,7,PH71,2024,Grass,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,61,73,50,44,77,64,14,55,22,10,29,46
94,Max Purcell,627,7,PH71,2024,Clay,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,51,69,56,54,78,63,26,43,34,15,32,48
94,Max Purcell,627,7,PH71,2024,Hard,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,59,71,50,56,75,62,25,45,27,12,31,47
94,Max Purcell,627,7,PH71,2024,all,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,57,71,52,55,76,63,24,45,29,13,31,47
94,Max Purcell,627,7,PH71,all,Grass,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,61,69,48,53,71,60,24,51,32,17,35,47
94,Max Purcell,627,7,PH71,all,Clay,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,57,68,53,61,76,61,27,44,35,15,33,48
94,Max Purcell,627,7,PH71,all,Hard,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,59,73,47,62,77,62,26,47,35,16,34,48
94,Max Purcell,627,7,PH71,all,all,26,185,80,R,40,24,47,6,14,2023-10-16T00:00:00,59,71,48,60,75,62,26,47,34,16,34,48
95,Yannick Hanfmann,626,-3,H997,2022,Grass,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,,,,,,,,,,,,
95,Yannick Hanfmann,626,-3,H997,2022,Clay,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,66,71,53,65,83,65,30,47,40,20,37,51
95,Yannick Hanfmann,626,-3,H997,2022,Hard,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,59,67,48,76,76,59,28,46,36,15,36,48
95,Yannick Hanfmann,626,-3,H997,2022,all,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,64,71,52,69,81,64,30,47,39,19,36,50
95,Yannick Hanfmann,626,-3,H997,2023,Grass,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,67,71,62,54,86,68,30,50,40,23,37,52
95,Yannick Hanfmann,626,-3,H997,2023,Clay,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,68,67,54,60,78,63,34,51,38,25,40,51
95,Yannick Hanfmann,626,-3,H997,2023,Hard,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,67,67,48,65,75,61,26,46,28,13,33,47
95,Yannick Hanfmann,626,-3,H997,2023,all,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,67,68,54,61,79,63,31,50,36,22,38,50
